FECHA,CORREO,RAZON_SOCIAL,NUMERO_RUC,NOMBRE_ESTABLECIMIENTO,HC1-Punto,HC1-Zona,HC1-Este,HC1-Norte,HC1-Region,HC1-Referencia
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_5_7891,P-005,Zona_Industrial,280808,8653370,Lima,Km_32_Carretera_Central
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_6_7891,P-006,Zona_Industrial,288592,8651953,Lima,Km_42_Carretera_Central
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_7_7891,P-007,Zona_Industrial,289877,8650907,Lima,Km_19_Carretera_Central
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_8_7891,P-008,Zona_Industrial,285709,8656680,Lima,Km_25_Carretera_Central
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_9_7891,P-009,Zona_Industrial,284256,8657547,Lima,Km_21_Carretera_Central
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_10_7891,P-010,Zona_Industrial,289135,8659298,Lima,Km_38_Carretera_Central
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_11_7891,P-011,Zona_Industrial,284167,8658899,Lima,Km_14_Carretera_Central
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_12_7891,P-012,Zona_Industrial,289356,8656715,Lima,Km_16_Carretera_Central
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_1_8912,P-001,Zona_Industrial,289051,8651841,Lima,Km_27_Carretera_Central
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_2_8912,P-002,Zona_Industrial,288588,8650309,Lima,Km_27_Carretera_Central
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_3_8912,P-003,Zona_Industrial,289679,8659323,Lima,Km_28_Carretera_Central
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_4_8912,P-004,Zona_Industrial,286428,8658600,Lima,Km_45_Carretera_Central
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_5_8912,P-005,Zona_Industrial,284930,8657591,Lima,Km_38_Carretera_Central
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_6_8912,P-006,Zona_Industrial,286788,8654449,Lima,Km_2_Carretera_Central
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_7_8912,P-007,Zona_Industrial,280590,8659295,Lima,Km_49_Carretera_Central
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_8_8912,P-008,Zona_Industrial,282021,8657370,Lima,Km_7_Carretera_Central
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_1_9123,P-001,Zona_Industrial,289300,8652410,Lima,Km_50_Carretera_Central
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_2_9123,P-002,Zona_Industrial,286866,8653069,Lima,Km_37_Carretera_Central
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_3_9123,P-003,Zona_Industrial,284406,8650951,Lima,Km_17_Carretera_Central
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_4_9123,P-004,Zona_Industrial,284858,8658691,Lima,Km_16_Carretera_Central
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_5_9123,P-005,Zona_Industrial,287555,8659693,Lima,Km_13_Carretera_Central
8/17/2025 15:34:11,qdelgado.pesca@gmail.com,PESQUERA DELGADO S.R.L,20567891234,Establecimiento_1_1234,P-001,Zona_Industrial,288388,8658310,Lima,Km_36_Carretera_Central
8/17/2025 15:34:11,qdelgado.pesca@gmail.com,PESQUERA DELGADO S.R.L,20567891234,Establecimiento_2_1234,P-002,Zona_Industrial,288464,8653609,Lima,Km_38_Carretera_Central
8/17/2025 15:34:11,qdelgado.pesca@gmail.com,PESQUERA DELGADO S.R.L,20567891234,Establecimiento_3_1234,P-003,Zona_Industrial,284544,8659777,Lima,Km_41_Carretera_Central
8/18/2025 8:59:27,rrubio.acuicultura@hotmail.com,ACUICULTURA RUBIO S.A.C,20678912345,Establecimiento_1_2345,P-001,Zona_Industrial,280758,8653270,Lima,Km_35_Carretera_Central
8/18/2025 8:59:27,rrubio.acuicultura@hotmail.com,ACUICULTURA RUBIO S.A.C,20678912345,Establecimiento_2_2345,P-002,Zona_Industrial,281990,8654411,Lima,Km_49_Carretera_Central
8/18/2025 8:59:27,rrubio.acuicultura@hotmail.com,ACUICULTURA RUBIO S.A.C,20678912345,Establecimiento_3_2345,P-003,Zona_Industrial,284129,8658080,Lima,Km_12_Carretera_Central
8/18/2025 8:59:27,rrubio.acuicultura@hotmail.com,ACUICULTURA RUBIO S.A.C,20678912345,Establecimiento_4_2345,P-004,Zona_Industrial,280794,8658899,Lima,Km_23_Carretera_Central
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_1_3456,P-001,Zona_Industrial,283788,8652524,Lima,Km_14_Carretera_Central
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_2_3456,P-002,Zona_Industrial,280278,8653584,Lima,Km_17_Carretera_Central
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_3_3456,P-003,Zona_Industrial,285068,8655833,Lima,Km_38_Carretera_Central
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_4_3456,P-004,Zona_Industrial,286195,8657683,Lima,Km_9_Carretera_Central
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_5_3456,P-005,Zona_Industrial,282167,8657687,Lima,Km_33_Carretera_Central
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_6_3456,P-006,Zona_Industrial,281274,8656400,Lima,Km_4_Carretera_Central
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_7_3456,P-007,Zona_Industrial,282898,8657653,Lima,Km_42_Carretera_Central
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_8_3456,P-008,Zona_Industrial,282339,8659252,Lima,Km_11_Carretera_Central
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_9_3456,P-009,Zona_Industrial,288577,8655829,Lima,Km_26_Carretera_Central
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_10_3456,P-010,Zona_Industrial,287068,8654681,Lima,Km_35_Carretera_Central
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_11_3456,P-011,Zona_Industrial,284909,8654072,Lima,Km_20_Carretera_Central
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_12_3456,P-012,Zona_Industrial,286777,8651259,Lima,Km_26_Carretera_Central
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_13_3456,P-013,Zona_Industrial,282788,8652663,Lima,Km_46_Carretera_Central
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_14_3456,P-014,Zona_Industrial,282683,8655510,Lima,Km_29_Carretera_Central
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_15_3456,P-015,Zona_Industrial,289386,8654066,Lima,Km_28_Carretera_Central
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_1_4567,P-001,Zona_Industrial,288982,8652442,Lima,Km_17_Carretera_Central
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_2_4567,P-002,Zona_Industrial,281025,8650392,Lima,Km_7_Carretera_Central
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_3_4567,P-003,Zona_Industrial,287896,8655688,Lima,Km_37_Carretera_Central
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_4_4567,P-004,Zona_Industrial,287957,8659649,Lima,Km_28_Carretera_Central
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_5_4567,P-005,Zona_Industrial,288057,8654604,Lima,Km_50_Carretera_Central
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_6_4567,P-006,Zona_Industrial,281627,8657887,Lima,Km_1_Carretera_Central
8/21/2025 14:09:32,uzamora.flores@outlook.com,FLORICULTURA ZAMORA S.A.C,20912345678,Establecimiento_1_5678,P-001,Zona_Industrial,282287,8653441,Lima,Km_13_Carretera_Central
8/21/2025 14:09:32,uzamora.flores@outlook.com,FLORICULTURA ZAMORA S.A.C,20912345678,Establecimiento_2_5678,P-002,Zona_Industrial,286120,8655443,Lima,Km_26_Carretera_Central
8/22/2025 10:37:48,vpacheco.vivero@hotmail.com,VIVEROS PACHECO S.A,20123456789,Establecimiento_1_6789,P-001,Zona_Industrial,282041,8656949,Lima,Km_24_Carretera_Central
8/22/2025 10:37:48,vpacheco.vivero@hotmail.com,VIVEROS PACHECO S.A,20123456789,Establecimiento_2_6789,P-002,Zona_Industrial,285517,8659797,Lima,Km_26_Carretera_Central
8/22/2025 10:37:48,vpacheco.vivero@hotmail.com,VIVEROS PACHECO S.A,20123456789,Establecimiento_3_6789,P-003,Zona_Industrial,281681,8654683,Lima,Km_5_Carretera_Central
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_1_7891,P-001,Zona_Industrial,283854,8651376,Lima,Km_27_Carretera_Central
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_2_7891,P-002,Zona_Industrial,285437,8655015,Lima,Km_37_Carretera_Central
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_3_7891,P-003,Zona_Industrial,283966,8654945,Lima,Km_17_Carretera_Central
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_4_7891,P-004,Zona_Industrial,280025,8653253,Lima,Km_17_Carretera_Central
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_5_7891,P-005,Zona_Industrial,286414,8650732,Lima,Km_1_Carretera_Central
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_6_7891,P-006,Zona_Industrial,286423,8659971,Lima,Km_34_Carretera_Central
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_7_7891,P-007,Zona_Industrial,283989,8657244,Lima,Km_48_Carretera_Central
8/24/2025 9:41:51,xvillareal.arena@yahoo.com,ARENERA VILLAREAL S.A.C,20345678912,Establecimiento_1_8912,P-001,Zona_Industrial,283322,8658941,Lima,Km_30_Carretera_Central
8/24/2025 9:41:51,xvillareal.arena@yahoo.com,ARENERA VILLAREAL S.A.C,20345678912,Establecimiento_2_8912,P-002,Zona_Industrial,287194,8653250,Lima,Km_8_Carretera_Central
8/24/2025 9:41:51,xvillareal.arena@yahoo.com,ARENERA VILLAREAL S.A.C,20345678912,Establecimiento_3_8912,P-003,Zona_Industrial,289880,8658159,Lima,Km_36_Carretera_Central
8/24/2025 9:41:51,xvillareal.arena@yahoo.com,ARENERA VILLAREAL S.A.C,20345678912,Establecimiento_4_8912,P-004,Zona_Industrial,286949,8659374,Lima,Km_23_Carretera_Central
8/25/2025 13:16:14,ychavez.grava@outlook.com,GRAVERA CHAVEZ S.A,20456789123,Establecimiento_1_9123,P-001,Zona_Industrial,280367,8650799,Lima,Km_34_Carretera_Central
8/25/2025 13:16:14,ychavez.grava@outlook.com,GRAVERA CHAVEZ S.A,20456789123,Establecimiento_2_9123,P-002,Zona_Industrial,288547,8653587,Lima,Km_10_Carretera_Central
8/26/2025 11:52:37,zsoto.granito@gmail.com,GRANITERIA SOTO S.R.L,20567891234,Establecimiento_1_1234,P-001,Zona_Industrial,281722,8656394,Lima,Km_32_Carretera_Central
8/27/2025 15:29:58,abravo.ceramica@hotmail.com,CERAMICA ARTESANAL BRAVO S.A.C,20678912345,Establecimiento_1_2345,P-001,Zona_Industrial,282769,8650994,Lima,Km_13_Carretera_Central
8/28/2025 8:56:13,bcampos.ladrillos@yahoo.com,LADRILLERA CAMPOS S.A,20789123456,Establecimiento_1_3456,P-001,Zona_Industrial,281830,8656666,Lima,Km_5_Carretera_Central
8/28/2025 8:56:13,bcampos.ladrillos@yahoo.com,LADRILLERA CAMPOS S.A,20789123456,Establecimiento_2_3456,P-002,Zona_Industrial,283290,8654094,Lima,Km_7_Carretera_Central
8/28/2025 8:56:13,bcampos.ladrillos@yahoo.com,LADRILLERA CAMPOS S.A,20789123456,Establecimiento_3_3456,P-003,Zona_Industrial,284085,8653274,Lima,Km_5_Carretera_Central
8/29/2025 12:23:46,cguerrero.tejas@gmail.com,TEJERA GUERRERO S.R.L,20891234567,Establecimiento_1_4567,P-001,Zona_Industrial,285139,8650063,Lima,Km_33_Carretera_Central
8/29/2025 12:23:46,cguerrero.tejas@gmail.com,TEJERA GUERRERO S.R.L,20891234567,Establecimiento_2_4567,P-002,Zona_Industrial,281646,8650841,Lima,Km_14_Carretera_Central
8/30/2025 17:48:21,dhidalgo.yeso@outlook.com,YESERIA HIDALGO S.A.C,20912345678,Establecimiento_1_5678,P-001,Zona_Industrial,283002,8656707,Lima,Km_43_Carretera_Central
8/31/2025 14:15:39,efernandez.cal@hotmail.com,CALERA FERNANDEZ S.A,20123456789,Establecimiento_1_6789,P-001,Zona_Industrial,281049,8652960,Lima,Km_22_Carretera_Central
8/31/2025 14:15:39,efernandez.cal@hotmail.com,CALERA FERNANDEZ S.A,20123456789,Establecimiento_2_6789,P-002,Zona_Industrial,283584,8651635,Lima,Km_32_Carretera_Central
8/31/2025 14:15:39,efernandez.cal@hotmail.com,CALERA FERNANDEZ S.A,20123456789,Establecimiento_3_6789,P-003,Zona_Industrial,287168,8651456,Lima,Km_9_Carretera_Central
8/31/2025 14:15:39,efernandez.cal@hotmail.com,CALERA FERNANDEZ S.A,20123456789,Establecimiento_4_6789,P-004,Zona_Industrial,286059,8658604,Lima,Km_32_Carretera_Central
9/1/2025 10:42:54,fgonzalez.marmol@gmail.com,MARMOLERIA GONZALEZ S.R.L,20234567891,Establecimiento_1_7891,P-001,Zona_Industrial,285446,8659077,Lima,Km_8_Carretera_Central
9/2/2025 16:18:27,ghernandez.cantera@yahoo.com,CANTERA HERNANDEZ S.A.C,20345678912,Establecimiento_1_8912,P-001,Zona_Industrial,282398,8656545,Lima,Km_22_Carretera_Central
9/2/2025 16:18:27,ghernandez.cantera@yahoo.com,CANTERA HERNANDEZ S.A.C,20345678912,Establecimiento_2_8912,P-002,Zona_Industrial,287835,8654898,Lima,Km_16_Carretera_Central
9/2/2025 16:18:27,ghernandez.cantera@yahoo.com,CANTERA HERNANDEZ S.A.C,20345678912,Establecimiento_3_8912,P-003,Zona_Industrial,280408,8652339,Lima,Km_14_Carretera_Central
9/2/2025 16:18:27,ghernandez.cantera@yahoo.com,CANTERA HERNANDEZ S.A.C,20345678912,Establecimiento_4_8912,P-004,Zona_Industrial,289595,8656041,Lima,Km_45_Carretera_Central
9/2/2025 16:18:27,ghernandez.cantera@yahoo.com,CANTERA HERNANDEZ S.A.C,20345678912,Establecimiento_5_8912,P-005,Zona_Industrial,281459,8650129,Lima,Km_34_Carretera_Central
9/3/2025 9:45:12,ilopez.minerales@outlook.com,MINERALES LOPEZ S.A,20456789123,Establecimiento_1_9123,P-001,Zona_Industrial,289984,8651103,Lima,Km_18_Carretera_Central
9/3/2025 9:45:12,ilopez.minerales@outlook.com,MINERALES LOPEZ S.A,20456789123,Establecimiento_2_9123,P-002,Zona_Industrial,282436,8651461,Lima,Km_7_Carretera_Central
9/3/2025 9:45:12,ilopez.minerales@outlook.com,MINERALES LOPEZ S.A,20456789123,Establecimiento_3_9123,P-003,Zona_Industrial,281913,8653237,Lima,Km_18_Carretera_Central
9/3/2025 9:45:12,ilopez.minerales@outlook.com,MINERALES LOPEZ S.A,20456789123,Establecimiento_4_9123,P-004,Zona_Industrial,283384,8657975,Lima,Km_8_Carretera_Central
9/3/2025 9:45:12,ilopez.minerales@outlook.com,MINERALES LOPEZ S.A,20456789123,Establecimiento_5_9123,P-005,Zona_Industrial,285471,8651375,Lima,Km_48_Carretera_Central
9/3/2025 9:45:12,ilopez.minerales@outlook.com,MINERALES LOPEZ S.A,20456789123,Establecimiento_6_9123,P-006,Zona_Industrial,289799,8658127,Lima,Km_15_Carretera_Central
9/3/2025 9:45:12,ilopez.minerales@outlook.com,MINERALES LOPEZ S.A,20456789123,Establecimiento_7_9123,P-007,Zona_Industrial,285215,8657529,Lima,Km_2_Carretera_Central
9/3/2025 9:45:12,ilopez.minerales@outlook.com,MINERALES LOPEZ S.A,20456789123,Establecimiento_8_9123,P-008,Zona_Industrial,285234,8657249,Lima,Km_25_Carretera_Central
9/4/2025 13:21:35,jmartinez.fundicion@gmail.com,FUNDICION MARTINEZ S.R.L,20567891234,Establecimiento_1_1234,P-001,Zona_Industrial,281207,8650252,Lima,Km_5_Carretera_Central
9/4/2025 13:21:35,jmartinez.fundicion@gmail.com,FUNDICION MARTINEZ S.R.L,20567891234,Establecimiento_2_1234,P-002,Zona_Industrial,284919,8652120,Lima,Km_25_Carretera_Central
9/5/2025 11:48:58,kmedina.forja@hotmail.com,FORJA MEDINA S.A.C,20678912345,Establecimiento_1_2345,P-001,Zona_Industrial,289692,8659043,Lima,Km_31_Carretera_Central
9/6/2025 15:14:11,lnuñez.soldadura@yahoo.com,SOLDADURAS NUÑEZ S.A,20789123456,Establecimiento_1_3456,P-001,Zona_Industrial,286514,8654955,Lima,Km_23_Carretera_Central
9/6/2025 15:14:11,lnuñez.soldadura@yahoo.com,SOLDADURAS NUÑEZ S.A,20789123456,Establecimiento_2_3456,P-002,Zona_Industrial,289154,8654932,Lima,Km_9_Carretera_Central
9/6/2025 15:14:11,lnuñez.soldadura@yahoo.com,SOLDADURAS NUÑEZ S.A,20789123456,Establecimiento_3_3456,P-003,Zona_Industrial,281111,8655859,Lima,Km_15_Carretera_Central
9/7/2025 8:39:36,mmoya.tuberia@gmail.com,TUBERIA MOYA S.R.L,20891234567,Establecimiento_1_4567,P-001,Zona_Industrial,287200,8654405,Lima,Km_46_Carretera_Central
9/7/2025 8:39:36,mmoya.tuberia@gmail.com,TUBERIA MOYA S.R.L,20891234567,Establecimiento_2_4567,P-002,Zona_Industrial,280400,8652514,Lima,Km_49_Carretera_Central
9/8/2025 12:56:49,nnava.alambre@outlook.com,ALAMBRES NAVA S.A.C,20912345678,Establecimiento_1_5678,P-001,Zona_Industrial,285513,8652076,Lima,Km_25_Carretera_Central
9/8/2025 12:56:49,nnava.alambre@outlook.com,ALAMBRES NAVA S.A.C,20912345678,Establecimiento_2_5678,P-002,Zona_Industrial,280428,8653517,Lima,Km_26_Carretera_Central
9/8/2025 12:56:49,nnava.alambre@outlook.com,ALAMBRES NAVA S.A.C,20912345678,Establecimiento_3_5678,P-003,Zona_Industrial,280110,8652319,Lima,Km_26_Carretera_Central
9/8/2025 12:56:49,nnava.alambre@outlook.com,ALAMBRES NAVA S.A.C,20912345678,Establecimiento_4_5678,P-004,Zona_Industrial,285829,8659248,Lima,Km_41_Carretera_Central
9/9/2025 17:23:14,oortiz.tornillos@hotmail.com,TORNILLERIA ORTIZ S.A,20123456789,Establecimiento_1_6789,P-001,Zona_Industrial,285000,8650397,Lima,Km_9_Carretera_Central
9/10/2025 14:49:27,ppalacios.herramientas@gmail.com,HERRAMIENTAS PALACIOS S.R.L,20234567891,Establecimiento_1_7891,P-001,Zona_Industrial,287754,8656809,Lima,Km_26_Carretera_Central
9/10/2025 14:49:27,ppalacios.herramientas@gmail.com,HERRAMIENTAS PALACIOS S.R.L,20234567891,Establecimiento_2_7891,P-002,Zona_Industrial,281592,8654994,Lima,Km_30_Carretera_Central
9/11/2025 10:16:42,qpeña.maquinaria@yahoo.com,MAQUINARIA PEÑA S.A.C,20345678912,Establecimiento_1_8912,P-001,Zona_Industrial,289347,8653149,Lima,Km_40_Carretera_Central
9/11/2025 10:16:42,qpeña.maquinaria@yahoo.com,MAQUINARIA PEÑA S.A.C,20345678912,Establecimiento_2_8912,P-002,Zona_Industrial,287454,8653377,Lima,Km_38_Carretera_Central
9/11/2025 10:16:42,qpeña.maquinaria@yahoo.com,MAQUINARIA PEÑA S.A.C,20345678912,Establecimiento_3_8912,P-003,Zona_Industrial,289688,8653963,Lima,Km_5_Carretera_Central
9/11/2025 10:16:42,qpeña.maquinaria@yahoo.com,MAQUINARIA PEÑA S.A.C,20345678912,Establecimiento_4_8912,P-004,Zona_Industrial,286413,8656799,Lima,Km_36_Carretera_Central
9/11/2025 10:16:42,qpeña.maquinaria@yahoo.com,MAQUINARIA PEÑA S.A.C,20345678912,Establecimiento_5_8912,P-005,Zona_Industrial,282212,8651197,Lima,Km_45_Carretera_Central
9/12/2025 16:43:17,rquiroz.motores@outlook.com,MOTORES QUIROZ S.A,20456789123,Establecimiento_1_9123,P-001,Zona_Industrial,281486,8650888,Lima,Km_5_Carretera_Central
9/12/2025 16:43:17,rquiroz.motores@outlook.com,MOTORES QUIROZ S.A,20456789123,Establecimiento_2_9123,P-002,Zona_Industrial,282744,8654715,Lima,Km_6_Carretera_Central
9/12/2025 16:43:17,rquiroz.motores@outlook.com,MOTORES QUIROZ S.A,20456789123,Establecimiento_3_9123,P-003,Zona_Industrial,281331,8653141,Lima,Km_37_Carretera_Central
9/13/2025 9:18:52,sramirez.bombas@gmail.com,BOMBAS RAMIREZ S.R.L,20567891234,Establecimiento_1_1234,P-001,Zona_Industrial,288909,8655942,Lima,Km_13_Carretera_Central
9/14/2025 13:45:15,tromero.valvulas@hotmail.com,VALVULAS ROMERO S.A.C,20678912345,Establecimiento_1_2345,P-001,Zona_Industrial,284764,8651463,Lima,Km_6_Carretera_Central
9/14/2025 13:45:15,tromero.valvulas@hotmail.com,VALVULAS ROMERO S.A.C,20678912345,Establecimiento_2_2345,P-002,Zona_Industrial,289915,8657124,Lima,Km_22_Carretera_Central
9/15/2025 11:12:38,usaavedra.compresores@yahoo.com,COMPRESORES SAAVEDRA S.A,20789123456,Establecimiento_1_3456,P-001,Zona_Industrial,282019,8655027,Lima,Km_20_Carretera_Central
9/15/2025 11:12:38,usaavedra.compresores@yahoo.com,COMPRESORES SAAVEDRA S.A,20789123456,Establecimiento_2_3456,P-002,Zona_Industrial,282289,8653393,Lima,Km_1_Carretera_Central
9/15/2025 11:12:38,usaavedra.compresores@yahoo.com,COMPRESORES SAAVEDRA S.A,20789123456,Establecimiento_3_3456,P-003,Zona_Industrial,283844,8657642,Lima,Km_37_Carretera_Central
9/15/2025 11:12:38,usaavedra.compresores@yahoo.com,COMPRESORES SAAVEDRA S.A,20789123456,Establecimiento_4_3456,P-004,Zona_Industrial,288032,8655519,Lima,Km_19_Carretera_Central
9/16/2025 15:38:51,vsalinas.generadores@gmail.com,GENERADORES SALINAS S.R.L,20891234567,Establecimiento_1_4567,P-001,Zona_Industrial,282635,8655191,Lima,Km_27_Carretera_Central
9/16/2025 15:38:51,vsalinas.generadores@gmail.com,GENERADORES SALINAS S.R.L,20891234567,Establecimiento_2_4567,P-002,Zona_Industrial,287427,8652471,Lima,Km_46_Carretera_Central
9/16/2025 15:38:51,vsalinas.generadores@gmail.com,GENERADORES SALINAS S.R.L,20891234567,Establecimiento_3_4567,P-003,Zona_Industrial,284296,8651294,Lima,Km_32_Carretera_Central
9/17/2025 8:05:24,wsilva.transformadores@outlook.com,TRANSFORMADORES SILVA S.A.C,20912345678,Establecimiento_1_5678,P-001,Zona_Industrial,289166,8655315,Lima,Km_32_Carretera_Central
9/18/2025 12:31:47,xsolis.cables@hotmail.com,CABLES SOLIS S.A,20123456789,Establecimiento_1_6789,P-001,Zona_Industrial,287755,8654165,Lima,Km_43_Carretera_Central
9/18/2025 12:31:47,xsolis.cables@hotmail.com,CABLES SOLIS S.A,20123456789,Establecimiento_2_6789,P-002,Zona_Industrial,280817,8656966,Lima,Km_25_Carretera_Central
9/18/2025 12:31:47,xsolis.cables@hotmail.com,CABLES SOLIS S.A,20123456789,Establecimiento_3_6789,P-003,Zona_Industrial,282012,8652258,Lima,Km_13_Carretera_Central
9/18/2025 12:31:47,xsolis.cables@hotmail.com,CABLES SOLIS S.A,20123456789,Establecimiento_4_6789,P-004,Zona_Industrial,284361,8651092,Lima,Km_43_Carretera_Central
9/18/2025 12:31:47,xsolis.cables@hotmail.com,CABLES SOLIS S.A,20123456789,Establecimiento_5_6789,P-005,Zona_Industrial,285440,8650987,Lima,Km_46_Carretera_Central
9/18/2025 12:31:47,xsolis.cables@hotmail.com,CABLES SOLIS S.A,20123456789,Establecimiento_6_6789,P-006,Zona_Industrial,287446,8653496,Lima,Km_19_Carretera_Central
9/19/2025 17:58:12,ytorres.baterias@gmail.com,BATERIAS TORRES S.R.L,20234567891,Establecimiento_1_7891,P-001,Zona_Industrial,285354,8652149,Lima,Km_10_Carretera_Central
9/19/2025 17:58:12,ytorres.baterias@gmail.com,BATERIAS TORRES S.R.L,20234567891,Establecimiento_2_7891,P-002,Zona_Industrial,284804,8650233,Lima,Km_45_Carretera_Central
9/20/2025 14:24:35,zuribe.electrodomesticos@yahoo.com,ELECTRODOMESTICOS URIBE S.A.C,20345678912,Establecimiento_1_8912,P-001,Zona_Industrial,281605,8655644,Lima,Km_44_Carretera_Central
9/20/2025 14:24:35,zuribe.electrodomesticos@yahoo.com,ELECTRODOMESTICOS URIBE S.A.C,20345678912,Establecimiento_2_8912,P-002,Zona_Industrial,281323,8655826,Lima,Km_42_Carretera_Central
9/20/2025 14:24:35,zuribe.electrodomesticos@yahoo.com,ELECTRODOMESTICOS URIBE S.A.C,20345678912,Establecimiento_3_8912,P-003,Zona_Industrial,284374,8652682,Lima,Km_46_Carretera_Central
