FECHA,CORREO,RAZON_SOCIAL,NUMERO_RUC,NOMBRE_ESTABLECIMIENTO,HC3-Chimenea,HC3-Presion_atm,HC3-Temperatura_C,HC3-Porcentaje,HC3-Flujo_real_m3min,HC3-Flujo_normal_m3min,HC3-Horas_ano
8/4/2025 9:51:52,daguirre.hotel@hotmail.com,HOTELES AGUIRRE S.A,20123456789,Establecimiento_1_6789,CH-01,1.1,219,8.9,240.4,193.6,7976
8/4/2025 9:51:52,daguirre.hotel@hotmail.com,HOTELES AGUIRRE S.A,20123456789,Establecimiento_2_6789,CH-01,1.01,248,8.3,212.1,154.4,7492
8/5/2025 13:17:35,emolina.restaurant@gmail.com,RESTAURANTE MOLINA S.R.L,20234567891,Establecimiento_1_7891,CH-01,1.01,138,8.0,131.8,117.7,7226
8/5/2025 13:17:35,emolina.restaurant@gmail.com,RESTAURANTE MOLINA S.R.L,20234567891,Establecimiento_2_7891,CH-01,1.01,214,8.0,142.1,219.1,8747
8/5/2025 13:17:35,emolina.restaurant@gmail.com,RESTAURANTE MOLINA S.R.L,20234567891,Establecimiento_3_7891,CH-01,1.13,173,7.8,266.6,152.4,7429
8/5/2025 13:17:35,emolina.restaurant@gmail.com,RESTAURANTE MOLINA S.R.L,20234567891,Establecimiento_3_7891,CH-02,1.08,238,7.9,296.2,107.8,7851
8/6/2025 11:44:08,fcastañeda.seguridad@yahoo.com,SEGURIDAD CASTAÑEDA S.A.C,20345678912,Establecimiento_1_8912,CH-01,1.14,195,8.2,192.2,268.2,7185
8/6/2025 11:44:08,fcastañeda.seguridad@yahoo.com,SEGURIDAD CASTAÑEDA S.A.C,20345678912,Establecimiento_1_8912,CH-02,1.16,184,8.9,207.3,182.6,7048
8/6/2025 11:44:08,fcastañeda.seguridad@yahoo.com,SEGURIDAD CASTAÑEDA S.A.C,20345678912,Establecimiento_2_8912,CH-01,1.12,175,7.6,221.5,201.6,6236
8/6/2025 11:44:08,fcastañeda.seguridad@yahoo.com,SEGURIDAD CASTAÑEDA S.A.C,20345678912,Establecimiento_2_8912,CH-02,1.03,174,8.3,284.7,206.5,6128
8/6/2025 11:44:08,fcastañeda.seguridad@yahoo.com,SEGURIDAD CASTAÑEDA S.A.C,20345678912,Establecimiento_3_8912,CH-01,1.2,122,8.0,231.1,137.7,6393
8/6/2025 11:44:08,fcastañeda.seguridad@yahoo.com,SEGURIDAD CASTAÑEDA S.A.C,20345678912,Establecimiento_4_8912,CH-01,1.02,206,8.5,266.0,240.2,8226
8/7/2025 15:59:41,gpalomino.limpieza@outlook.com,LIMPIEZA PALOMINO S.A,20456789123,Establecimiento_1_9123,CH-01,1.2,154,7.5,116.9,180.1,6558
8/7/2025 15:59:41,gpalomino.limpieza@outlook.com,LIMPIEZA PALOMINO S.A,20456789123,Establecimiento_2_9123,CH-01,1.11,208,8.4,198.7,170.8,8140
8/7/2025 15:59:41,gpalomino.limpieza@outlook.com,LIMPIEZA PALOMINO S.A,20456789123,Establecimiento_3_9123,CH-01,1.16,128,8.9,142.8,182.8,8382
8/7/2025 15:59:41,gpalomino.limpieza@outlook.com,LIMPIEZA PALOMINO S.A,20456789123,Establecimiento_4_9123,CH-01,1.16,165,8.9,230.1,179.7,8170
8/7/2025 15:59:41,gpalomino.limpieza@outlook.com,LIMPIEZA PALOMINO S.A,20456789123,Establecimiento_4_9123,CH-02,1.19,206,7.6,200.0,93.9,6613
8/7/2025 15:59:41,gpalomino.limpieza@outlook.com,LIMPIEZA PALOMINO S.A,20456789123,Establecimiento_5_9123,CH-01,1.02,192,8.7,126.5,260.7,8731
8/7/2025 15:59:41,gpalomino.limpieza@outlook.com,LIMPIEZA PALOMINO S.A,20456789123,Establecimiento_5_9123,CH-02,1.13,126,8.5,177.7,107.6,8608
8/7/2025 15:59:41,gpalomino.limpieza@outlook.com,LIMPIEZA PALOMINO S.A,20456789123,Establecimiento_6_9123,CH-01,1.11,138,8.6,218.1,180.9,6528
8/7/2025 15:59:41,gpalomino.limpieza@outlook.com,LIMPIEZA PALOMINO S.A,20456789123,Establecimiento_7_9123,CH-01,1.16,211,8.8,245.1,124.9,8749
8/8/2025 8:26:16,hmoreno.consultoria@gmail.com,CONSULTORA MORENO S.R.L,20567891234,Establecimiento_1_1234,CH-01,1.09,207,8.2,119.5,253.2,7616
8/8/2025 8:26:16,hmoreno.consultoria@gmail.com,CONSULTORA MORENO S.R.L,20567891234,Establecimiento_1_1234,CH-02,1.01,141,8.1,172.8,110.0,7068
8/9/2025 12:43:29,ivasquez.laboratorio@hotmail.com,LABORATORIOS VASQUEZ S.A.C,20678912345,Establecimiento_1_2345,CH-01,1.08,128,8.2,125.2,97.1,7156
8/9/2025 12:43:29,ivasquez.laboratorio@hotmail.com,LABORATORIOS VASQUEZ S.A.C,20678912345,Establecimiento_2_2345,CH-01,1.05,150,7.7,182.0,265.2,6961
8/9/2025 12:43:29,ivasquez.laboratorio@hotmail.com,LABORATORIOS VASQUEZ S.A.C,20678912345,Establecimiento_2_2345,CH-02,1.02,242,8.6,269.3,107.7,7311
8/10/2025 17:08:54,jestrada.ingenieria@yahoo.com,INGENIERIA ESTRADA S.A,20789123456,Establecimiento_1_3456,CH-01,1.11,191,8.3,265.0,159.9,6149
8/10/2025 17:08:54,jestrada.ingenieria@yahoo.com,INGENIERIA ESTRADA S.A,20789123456,Establecimiento_2_3456,CH-01,1.08,200,7.7,134.9,107.7,8756
8/10/2025 17:08:54,jestrada.ingenieria@yahoo.com,INGENIERIA ESTRADA S.A,20789123456,Establecimiento_2_3456,CH-02,1.11,230,7.8,241.2,174.3,7437
8/10/2025 17:08:54,jestrada.ingenieria@yahoo.com,INGENIERIA ESTRADA S.A,20789123456,Establecimiento_3_3456,CH-01,1.09,211,8.8,116.0,263.8,6933
8/11/2025 14:35:17,krueda.tecnologia@gmail.com,TECNOLOGIA RUEDA S.R.L,20891234567,Establecimiento_1_4567,CH-01,1.17,204,8.1,108.5,205.5,8423
8/11/2025 14:35:17,krueda.tecnologia@gmail.com,TECNOLOGIA RUEDA S.R.L,20891234567,Establecimiento_1_4567,CH-02,1.15,163,7.9,269.1,186.6,6964
8/12/2025 10:12:42,lbustamante.publicidad@outlook.com,PUBLICIDAD BUSTAMANTE S.A.C,20912345678,Establecimiento_1_5678,CH-01,1.09,242,8.7,101.2,216.6,6253
8/12/2025 10:12:42,lbustamante.publicidad@outlook.com,PUBLICIDAD BUSTAMANTE S.A.C,20912345678,Establecimiento_2_5678,CH-01,1.18,218,8.9,266.8,93.8,6181
8/12/2025 10:12:42,lbustamante.publicidad@outlook.com,PUBLICIDAD BUSTAMANTE S.A.C,20912345678,Establecimiento_2_5678,CH-02,1.18,232,8.4,229.9,131.1,6088
8/13/2025 16:48:15,mvaldez.educacion@hotmail.com,EDUCACION VALDEZ S.A,20123456789,Establecimiento_1_6789,CH-01,1.13,163,7.6,255.7,150.4,6325
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_1_7891,CH-01,1.09,198,8.9,157.7,252.2,6082
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_1_7891,CH-02,1.19,248,8.1,235.7,159.7,7787
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_2_7891,CH-01,1.02,247,7.7,267.7,128.5,8415
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_3_7891,CH-01,1.14,158,8.8,157.4,157.2,6131
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_4_7891,CH-01,1.14,139,7.8,193.7,123.4,6317
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_5_7891,CH-01,1.03,127,7.5,220.6,197.3,6938
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_6_7891,CH-01,1.15,223,8.7,258.5,196.4,8716
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_7_7891,CH-01,1.0,201,7.5,289.6,114.7,8752
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_8_7891,CH-01,1.19,218,8.6,291.1,157.7,6338
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_9_7891,CH-01,1.11,198,7.6,113.5,106.8,7415
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_10_7891,CH-01,1.05,223,8.1,182.9,166.2,8701
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_11_7891,CH-01,1.02,201,7.9,197.8,194.9,6316
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_12_7891,CH-01,1.18,249,8.4,212.7,276.0,7295
8/14/2025 9:25:38,nquispe.agricultura@gmail.com,AGRICOLA QUISPE S.R.L,20234567891,Establecimiento_12_7891,CH-02,1.19,144,8.6,274.6,192.7,6205
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_1_8912,CH-01,1.16,248,7.6,247.4,152.2,8262
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_2_8912,CH-01,1.11,218,8.6,184.2,262.5,6542
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_2_8912,CH-02,1.19,245,7.8,212.6,108.0,7164
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_3_8912,CH-01,1.12,202,8.4,110.7,253.7,7875
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_4_8912,CH-01,1.1,194,7.7,276.3,273.4,6062
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_5_8912,CH-01,1.01,189,8.9,278.9,255.5,8726
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_5_8912,CH-02,1.17,130,8.6,255.1,162.2,6692
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_6_8912,CH-01,1.02,121,8.8,253.4,266.1,7568
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_6_8912,CH-02,1.02,140,8.4,125.0,96.1,8572
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_7_8912,CH-01,1.14,223,7.5,117.4,171.4,7539
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_7_8912,CH-02,1.09,133,8.2,199.6,250.4,7121
8/15/2025 13:51:23,ohuanca.ganaderia@yahoo.com,GANADERA HUANCA S.A.C,20345678912,Establecimiento_8_8912,CH-01,1.06,212,9.0,253.7,250.3,8135
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_1_9123,CH-01,1.05,204,7.9,172.4,158.5,6102
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_1_9123,CH-02,1.0,151,8.0,240.4,176.0,6453
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_2_9123,CH-01,1.02,148,8.8,178.1,240.7,8154
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_2_9123,CH-02,1.16,187,7.7,288.5,255.7,7394
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_3_9123,CH-01,1.16,169,8.5,235.7,259.5,7681
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_4_9123,CH-01,1.02,205,8.2,191.7,135.1,8473
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_4_9123,CH-02,1.19,198,8.7,116.0,248.8,8263
8/16/2025 11:18:46,pcarrasco.avicultura@outlook.com,AVICOLA CARRASCO S.A,20456789123,Establecimiento_5_9123,CH-01,1.12,128,8.7,271.2,177.6,7738
8/17/2025 15:34:11,qdelgado.pesca@gmail.com,PESQUERA DELGADO S.R.L,20567891234,Establecimiento_1_1234,CH-01,1.08,219,8.6,181.5,162.2,6054
8/17/2025 15:34:11,qdelgado.pesca@gmail.com,PESQUERA DELGADO S.R.L,20567891234,Establecimiento_2_1234,CH-01,1.13,127,8.4,128.0,150.9,8322
8/17/2025 15:34:11,qdelgado.pesca@gmail.com,PESQUERA DELGADO S.R.L,20567891234,Establecimiento_2_1234,CH-02,1.08,126,8.5,154.9,162.9,7719
8/17/2025 15:34:11,qdelgado.pesca@gmail.com,PESQUERA DELGADO S.R.L,20567891234,Establecimiento_3_1234,CH-01,1.12,242,7.9,101.3,158.2,7074
8/17/2025 15:34:11,qdelgado.pesca@gmail.com,PESQUERA DELGADO S.R.L,20567891234,Establecimiento_3_1234,CH-02,1.03,137,8.2,111.5,220.9,8688
8/18/2025 8:59:27,rrubio.acuicultura@hotmail.com,ACUICULTURA RUBIO S.A.C,20678912345,Establecimiento_1_2345,CH-01,1.07,202,8.1,266.0,146.1,7157
8/18/2025 8:59:27,rrubio.acuicultura@hotmail.com,ACUICULTURA RUBIO S.A.C,20678912345,Establecimiento_1_2345,CH-02,1.08,126,8.4,100.0,217.9,7355
8/18/2025 8:59:27,rrubio.acuicultura@hotmail.com,ACUICULTURA RUBIO S.A.C,20678912345,Establecimiento_2_2345,CH-01,1.03,120,8.9,228.6,224.4,7980
8/18/2025 8:59:27,rrubio.acuicultura@hotmail.com,ACUICULTURA RUBIO S.A.C,20678912345,Establecimiento_2_2345,CH-02,1.02,202,7.6,187.4,195.3,8413
8/18/2025 8:59:27,rrubio.acuicultura@hotmail.com,ACUICULTURA RUBIO S.A.C,20678912345,Establecimiento_3_2345,CH-01,1.01,182,7.6,248.1,272.3,7155
8/18/2025 8:59:27,rrubio.acuicultura@hotmail.com,ACUICULTURA RUBIO S.A.C,20678912345,Establecimiento_4_2345,CH-01,1.01,221,8.9,147.8,169.8,7033
8/18/2025 8:59:27,rrubio.acuicultura@hotmail.com,ACUICULTURA RUBIO S.A.C,20678912345,Establecimiento_4_2345,CH-02,1.18,195,8.8,161.1,215.1,8366
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_1_3456,CH-01,1.16,224,9.0,279.9,190.6,6549
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_2_3456,CH-01,1.04,193,7.6,118.3,149.6,6997
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_2_3456,CH-02,1.13,249,8.1,163.2,255.3,8151
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_3_3456,CH-01,1.02,128,8.4,161.0,153.5,7451
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_3_3456,CH-02,1.16,134,7.8,172.4,226.1,8360
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_4_3456,CH-01,1.03,145,8.4,165.2,277.7,7164
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_4_3456,CH-02,1.2,234,8.1,249.0,115.3,6840
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_5_3456,CH-01,1.15,185,8.1,254.4,170.6,7538
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_5_3456,CH-02,1.16,209,8.5,252.9,131.2,6428
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_6_3456,CH-01,1.06,131,8.8,274.0,203.5,7527
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_7_3456,CH-01,1.02,169,8.4,251.4,170.7,7118
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_8_3456,CH-01,1.04,179,8.6,181.3,198.7,8747
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_9_3456,CH-01,1.13,205,7.6,182.4,249.4,6205
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_9_3456,CH-02,1.01,123,8.3,215.6,151.2,7481
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_10_3456,CH-01,1.12,121,8.2,180.2,93.1,7677
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_10_3456,CH-02,1.05,213,8.1,112.9,177.0,8133
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_11_3456,CH-01,1.14,227,8.4,279.4,270.6,6866
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_12_3456,CH-01,1.07,170,8.2,202.7,253.1,6111
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_13_3456,CH-01,1.0,158,7.7,240.9,106.1,6153
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_13_3456,CH-02,1.08,171,8.1,241.6,118.5,7423
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_14_3456,CH-01,1.1,211,7.5,174.8,91.4,6172
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_14_3456,CH-02,1.09,129,8.3,270.8,90.1,8469
8/19/2025 12:26:54,ssaldaña.forestal@yahoo.com,FORESTAL SALDAÑA S.A,20789123456,Establecimiento_15_3456,CH-01,1.13,185,8.2,204.4,97.6,6041
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_1_4567,CH-01,1.19,177,7.6,123.3,176.2,8331
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_2_4567,CH-01,1.05,130,8.2,285.4,276.9,7623
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_2_4567,CH-02,1.02,242,8.9,148.7,100.4,6492
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_3_4567,CH-01,1.1,227,8.2,239.1,271.8,7231
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_4_4567,CH-01,1.07,202,7.9,275.0,193.7,6235
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_4_4567,CH-02,1.14,241,8.2,257.4,274.1,8352
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_5_4567,CH-01,1.14,136,8.6,225.7,217.3,7697
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_6_4567,CH-01,1.17,171,8.6,105.5,104.2,6086
8/20/2025 17:43:19,ttorres.miel@gmail.com,APICOLA TORRES S.R.L,20891234567,Establecimiento_6_4567,CH-02,1.04,159,7.6,208.9,200.8,8695
8/21/2025 14:09:32,uzamora.flores@outlook.com,FLORICULTURA ZAMORA S.A.C,20912345678,Establecimiento_1_5678,CH-01,1.14,204,8.9,248.7,159.4,6897
8/21/2025 14:09:32,uzamora.flores@outlook.com,FLORICULTURA ZAMORA S.A.C,20912345678,Establecimiento_2_5678,CH-01,1.11,215,8.0,143.9,202.1,6450
8/22/2025 10:37:48,vpacheco.vivero@hotmail.com,VIVEROS PACHECO S.A,20123456789,Establecimiento_1_6789,CH-01,1.16,186,8.8,266.7,225.6,6780
8/22/2025 10:37:48,vpacheco.vivero@hotmail.com,VIVEROS PACHECO S.A,20123456789,Establecimiento_1_6789,CH-02,1.07,240,9.0,264.9,156.0,8350
8/22/2025 10:37:48,vpacheco.vivero@hotmail.com,VIVEROS PACHECO S.A,20123456789,Establecimiento_2_6789,CH-01,1.12,191,7.8,238.2,153.3,7386
8/22/2025 10:37:48,vpacheco.vivero@hotmail.com,VIVEROS PACHECO S.A,20123456789,Establecimiento_3_6789,CH-01,1.01,228,8.6,196.7,126.3,8085
8/22/2025 10:37:48,vpacheco.vivero@hotmail.com,VIVEROS PACHECO S.A,20123456789,Establecimiento_3_6789,CH-02,1.02,238,8.2,158.3,240.3,7015
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_1_7891,CH-01,1.03,137,7.6,183.7,185.3,7586
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_1_7891,CH-02,1.03,235,7.9,166.4,161.6,6107
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_2_7891,CH-01,1.17,135,8.9,220.8,278.6,8027
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_3_7891,CH-01,1.05,215,7.8,275.9,264.5,8226
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_4_7891,CH-01,1.07,225,8.6,167.4,243.2,6018
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_5_7891,CH-01,1.03,155,8.8,143.3,167.2,6306
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_6_7891,CH-01,1.12,211,7.7,142.7,225.5,8260
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_7_7891,CH-01,1.1,210,8.3,129.6,190.2,8655
8/23/2025 16:14:25,wramirez.carbon@gmail.com,CARBONERA RAMIREZ S.R.L,20234567891,Establecimiento_7_7891,CH-02,1.17,231,8.5,161.7,107.1,8699
8/24/2025 9:41:51,xvillareal.arena@yahoo.com,ARENERA VILLAREAL S.A.C,20345678912,Establecimiento_1_8912,CH-01,1.17,149,8.9,261.3,171.5,7465
8/24/2025 9:41:51,xvillareal.arena@yahoo.com,ARENERA VILLAREAL S.A.C,20345678912,Establecimiento_2_8912,CH-01,1.18,152,8.6,231.8,225.1,6855
8/24/2025 9:41:51,xvillareal.arena@yahoo.com,ARENERA VILLAREAL S.A.C,20345678912,Establecimiento_2_8912,CH-02,1.13,210,8.2,287.4,164.0,8189
8/24/2025 9:41:51,xvillareal.arena@yahoo.com,ARENERA VILLAREAL S.A.C,20345678912,Establecimiento_3_8912,CH-01,1.01,228,8.9,143.9,214.0,7727
8/24/2025 9:41:51,xvillareal.arena@yahoo.com,ARENERA VILLAREAL S.A.C,20345678912,Establecimiento_4_8912,CH-01,1.07,214,7.7,238.8,145.8,8657
8/25/2025 13:16:14,ychavez.grava@outlook.com,GRAVERA CHAVEZ S.A,20456789123,Establecimiento_1_9123,CH-01,1.07,160,9.0,261.5,124.7,7811
8/25/2025 13:16:14,ychavez.grava@outlook.com,GRAVERA CHAVEZ S.A,20456789123,Establecimiento_1_9123,CH-02,1.15,222,9.0,281.6,136.0,6600
8/25/2025 13:16:14,ychavez.grava@outlook.com,GRAVERA CHAVEZ S.A,20456789123,Establecimiento_2_9123,CH-01,1.04,159,8.2,139.8,142.3,7656
8/26/2025 11:52:37,zsoto.granito@gmail.com,GRANITERIA SOTO S.R.L,20567891234,Establecimiento_1_1234,CH-01,1.13,128,7.7,118.5,181.2,6520
8/27/2025 15:29:58,abravo.ceramica@hotmail.com,CERAMICA ARTESANAL BRAVO S.A.C,20678912345,Establecimiento_1_2345,CH-01,1.19,144,8.3,114.5,247.8,8732
8/28/2025 8:56:13,bcampos.ladrillos@yahoo.com,LADRILLERA CAMPOS S.A,20789123456,Establecimiento_1_3456,CH-01,1.07,168,8.9,196.3,170.9,7325
8/28/2025 8:56:13,bcampos.ladrillos@yahoo.com,LADRILLERA CAMPOS S.A,20789123456,Establecimiento_2_3456,CH-01,1.1,157,8.6,209.5,101.2,6179
8/28/2025 8:56:13,bcampos.ladrillos@yahoo.com,LADRILLERA CAMPOS S.A,20789123456,Establecimiento_2_3456,CH-02,1.05,167,8.5,259.7,173.4,6325
8/28/2025 8:56:13,bcampos.ladrillos@yahoo.com,LADRILLERA CAMPOS S.A,20789123456,Establecimiento_3_3456,CH-01,1.17,167,7.7,165.8,137.4,6895
8/29/2025 12:23:46,cguerrero.tejas@gmail.com,TEJERA GUERRERO S.R.L,20891234567,Establecimiento_1_4567,CH-01,1.11,125,8.7,150.1,95.3,7108
8/29/2025 12:23:46,cguerrero.tejas@gmail.com,TEJERA GUERRERO S.R.L,20891234567,Establecimiento_1_4567,CH-02,1.17,133,8.9,295.1,187.1,7451
8/29/2025 12:23:46,cguerrero.tejas@gmail.com,TEJERA GUERRERO S.R.L,20891234567,Establecimiento_2_4567,CH-01,1.08,156,8.4,198.3,117.6,7243
8/29/2025 12:23:46,cguerrero.tejas@gmail.com,TEJERA GUERRERO S.R.L,20891234567,Establecimiento_2_4567,CH-02,1.08,206,8.2,195.2,195.2,7271
8/30/2025 17:48:21,dhidalgo.yeso@outlook.com,YESERIA HIDALGO S.A.C,20912345678,Establecimiento_1_5678,CH-01,1.01,120,8.3,181.5,95.2,7528
8/31/2025 14:15:39,efernandez.cal@hotmail.com,CALERA FERNANDEZ S.A,20123456789,Establecimiento_1_6789,CH-01,1.09,238,8.5,226.5,113.7,6821
8/31/2025 14:15:39,efernandez.cal@hotmail.com,CALERA FERNANDEZ S.A,20123456789,Establecimiento_1_6789,CH-02,1.04,128,8.8,172.8,191.1,7121
8/31/2025 14:15:39,efernandez.cal@hotmail.com,CALERA FERNANDEZ S.A,20123456789,Establecimiento_2_6789,CH-01,1.09,152,8.3,227.5,205.0,8045
8/31/2025 14:15:39,efernandez.cal@hotmail.com,CALERA FERNANDEZ S.A,20123456789,Establecimiento_3_6789,CH-01,1.13,179,9.0,178.4,136.8,6388
